,Year,Month,State,Primary Mode,Illnesses,Outbreak ID,Strain,Density (Pop./ mi2),Landarea(mi2),HDI (2017)[note 1],HDI (1995),Average High (F),Average Low (F),Length of Genome,%GC,Protein Coding Genes,Genes Overall,tRNA Genes
393,2013,9,Georgia,Food,2,2013 9 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,73,54,5.59,50.45,5155,5417,103
394,2007,9,Georgia,Food,6,2007 9 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,73,54,5.59,50.45,5155,5417,103
395,2012,5,Georgia,Other,7,2012 5 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,86,68,5.59,50.45,5155,5417,103
396,2013,5,Georgia,Food,19,2013 5 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,86,68,5.59,50.45,5155,5417,103
397,2001,10,Georgia,Food,28,2001 10 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,64,43,5.59,50.45,5155,5417,103
398,2002,6,Georgia,Food,7,2002 6 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,90,72,5.59,50.45,5155,5417,103
399,2008,6,Georgia,Food,12,2008 6 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,90,72,5.59,50.45,5155,5417,103
400,2005,8,Georgia,Food,6,2005 8 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,82,64,5.59,50.45,5155,5417,103
401,2010,8,Georgia,Food,16,2010 8 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,82,64,5.59,50.45,5155,5417,103
402,2016,8,Georgia,Food,4,2016 8 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,82,64,5.59,50.45,5155,5417,103
403,2014,6,Virginia,Other,5,2014 6 Virginia,O157:H7,212,39490,0.9329999999999999,0.882,90,69,5.59,50.45,5155,5417,103
404,1998,5,Virginia,Food,8,1998 5 Virginia,O157:H7,212,39490,0.9329999999999999,0.882,86,65,5.59,50.45,5155,5417,103
405,1998,5,Virginia,Food,5,1998 5 Virginia,O157:H7,212,39490,0.9329999999999999,0.882,86,65,5.59,50.45,5155,5417,103
406,2017,5,Virginia,Other,20,2017 5 Virginia,O157:H7,212,39490,0.9329999999999999,0.882,86,65,5.59,50.45,5155,5417,103
407,2001,8,Virginia,Food,8,2001 8 Virginia,O157:H7,212,39490,0.9329999999999999,0.882,81,60,5.59,50.45,5155,5417,103
408,2003,3,Virginia,Food,6,2003 3 Virginia,O157:H7,212,39490,0.9329999999999999,0.882,70,46,5.59,50.45,5155,5417,103
409,2016,3,Virginia,Food,14,2016 3 Virginia,O157:H7,212,39490,0.9329999999999999,0.882,70,46,5.59,50.45,5155,5417,103
410,2008,7,Virginia,Food,59,2008 7 Virginia,O157:H7,212,39490,0.9329999999999999,0.882,88,67,5.59,50.45,5155,5417,103
411,2017,7,Virginia,Other,4,2017 7 Virginia,O157:H7,212,39490,0.9329999999999999,0.882,88,67,5.59,50.45,5155,5417,103
412,1998,6,Texas,Food,23,1998 6 Texas,O157:H7,105,261232,0.914,0.868,96,74,5.59,50.45,5155,5417,103
413,2000,6,Texas,Food,45,2000 6 Texas,O157:H7,105,261232,0.914,0.868,96,74,5.59,50.45,5155,5417,103
414,2017,6,Texas,Other,2,2017 6 Texas,O157:H7,105,261232,0.914,0.868,96,74,5.59,50.45,5155,5417,103
415,2012,4,Texas,Food,30,2012 4 Texas,O157:H7,105,261232,0.914,0.868,87,67,5.59,50.45,5155,5417,103
416,2000,4,Texas,Food,15,2000 4 Texas,O157:H7,105,261232,0.914,0.868,87,67,5.59,50.45,5155,5417,103
417,2000,4,Texas,Food,13,2000 4 Texas,O157:H7,105,261232,0.914,0.868,87,67,5.59,50.45,5155,5417,103
418,1999,5,Texas,Food,10,1999 5 Texas,O157:H7,105,261232,0.914,0.868,92,72,5.59,50.45,5155,5417,103
419,2017,5,Texas,Food,4,2017 5 Texas,O157:H7,105,261232,0.914,0.868,92,72,5.59,50.45,5155,5417,103
420,2017,5,Texas,Food,4,2017 5 Texas,O157:H7,105,261232,0.914,0.868,92,72,5.59,50.45,5155,5417,103
421,2017,5,Texas,Other,2,2017 5 Texas,O157:H7,105,261232,0.914,0.868,92,72,5.59,50.45,5155,5417,103
422,2001,11,Texas,Food,20,2001 11 Texas,O157:H7,105,261232,0.914,0.868,63,42,5.59,50.45,5155,5417,103
423,2003,11,Texas,Food,12,2003 11 Texas,O157:H7,105,261232,0.914,0.868,63,42,5.59,50.45,5155,5417,103
424,2017,1,Texas,Other,4,2017 1 Texas,O157:H7,105,261232,0.914,0.868,65,45,5.59,50.45,5155,5417,103
425,2017,9,Texas,Other,3,2017 9 Texas,O157:H7,105,261232,0.914,0.868,82,61,5.59,50.45,5155,5417,103
426,2011,11,Kentucky,Other,2,2011 11 Kentucky,O157:H7,112,39486,0.8859999999999999,0.843,44,26,5.59,50.45,5155,5417,103
427,2012,10,Kentucky,Other,4,2012 10 Kentucky,O157:H7,112,39486,0.8859999999999999,0.843,55,34,5.59,50.45,5155,5417,103
428,2012,9,Kentucky,Other,2,2012 9 Kentucky,O157:H7,112,39486,0.8859999999999999,0.843,68,42,5.59,50.45,5155,5417,103
429,2013,9,Kentucky,Other,3,2013 9 Kentucky,O157:H7,112,39486,0.8859999999999999,0.843,68,42,5.59,50.45,5155,5417,103
430,2013,9,Kentucky,Other,3,2013 9 Kentucky,O157:H7,112,39486,0.8859999999999999,0.843,68,42,5.59,50.45,5155,5417,103
431,2014,9,Kentucky,Food,4,2014 9 Kentucky,O157:H7,112,39486,0.8859999999999999,0.843,68,42,5.59,50.45,5155,5417,103
432,2012,4,Kentucky,Other,4,2012 4 Kentucky,O157:H7,112,39486,0.8859999999999999,0.843,75,49,5.59,50.45,5155,5417,103
433,2013,6,Kentucky,Other,9,2013 6 Kentucky,O157:H7,112,39486,0.8859999999999999,0.843,87,63,5.59,50.45,5155,5417,103
434,2013,6,Kentucky,Other,2,2013 6 Kentucky,O157:H7,112,39486,0.8859999999999999,0.843,87,63,5.59,50.45,5155,5417,103
435,2012,4,South Carolina,Food,10,2012 4 South Carolina,O157:H7,162,30061,0.894,0.846,84,60,5.59,50.45,5155,5417,103
436,2007,7,South Carolina,Food,10,2007 7 South Carolina,O157:H7,162,30061,0.894,0.846,91,71,5.59,50.45,5155,5417,103
437,2015,5,South Carolina,Other,12,2015 5 South Carolina,O157:H7,162,30061,0.894,0.846,90,68,5.59,50.45,5155,5417,103
438,2001,7,Illinois,Food,19,2001 7 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,82,66,5.59,50.45,5155,5417,103
439,2015,7,Illinois,Food,10,2015 7 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,82,66,5.59,50.45,5155,5417,103
440,2009,9,Illinois,Food,4,2009 9 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,63,46,5.59,50.45,5155,5417,103
441,1999,9,Illinois,Food,321,1999 9 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,63,46,5.59,50.45,5155,5417,103
442,2001,9,Illinois,Food,8,2001 9 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,63,46,5.59,50.45,5155,5417,103
443,2007,9,Illinois,Food,10,2007 9 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,63,46,5.59,50.45,5155,5417,103
444,2013,5,Illinois,Food,51,2013 5 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,81,63,5.59,50.45,5155,5417,103
445,2001,5,Illinois,Food,2,2001 5 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,81,63,5.59,50.45,5155,5417,103
446,2015,5,Illinois,Food,10,2015 5 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,81,63,5.59,50.45,5155,5417,103
447,2002,6,Illinois,Food,4,2002 6 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,84,68,5.59,50.45,5155,5417,103
448,2006,6,Illinois,Food,2,2006 6 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,84,68,5.59,50.45,5155,5417,103
449,2008,6,Illinois,Food,2,2008 6 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,84,68,5.59,50.45,5155,5417,103
450,2016,6,Illinois,Food,96,2016 6 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,84,68,5.59,50.45,5155,5417,103
451,2002,3,Illinois,Food,17,2002 3 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,59,41,5.59,50.45,5155,5417,103
452,2003,8,Illinois,Food,30,2003 8 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,75,57,5.59,50.45,5155,5417,103
453,2004,8,Illinois,Food,6,2004 8 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,75,57,5.59,50.45,5155,5417,103
454,2003,11,Illinois,Food,3,2003 11 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,36,23,5.59,50.45,5155,5417,103
455,2012,4,California,Food,12,2012 4 California,O157:H7,251,155959,0.934,0.882,80,51,5.59,50.45,5155,5417,103
456,2002,4,California,Food,26,2002 4 California,O157:H7,251,155959,0.934,0.882,80,51,5.59,50.45,5155,5417,103
457,2002,4,California,Food,9,2002 4 California,O157:H7,251,155959,0.934,0.882,80,51,5.59,50.45,5155,5417,103
458,2017,4,California,Food,9,2017 4 California,O157:H7,251,155959,0.934,0.882,80,51,5.59,50.45,5155,5417,103
459,2011,8,California,Food,5,2011 8 California,O157:H7,251,155959,0.934,0.882,87,56,5.59,50.45,5155,5417,103
460,2013,8,California,Food,22,2013 8 California,O157:H7,251,155959,0.934,0.882,87,56,5.59,50.45,5155,5417,103
461,1998,8,California,Food,2,1998 8 California,O157:H7,251,155959,0.934,0.882,87,56,5.59,50.45,5155,5417,103
462,2002,8,California,Food,16,2002 8 California,O157:H7,251,155959,0.934,0.882,87,56,5.59,50.45,5155,5417,103
463,2002,8,California,Food,9,2002 8 California,O157:H7,251,155959,0.934,0.882,87,56,5.59,50.45,5155,5417,103
464,2003,8,California,Food,18,2003 8 California,O157:H7,251,155959,0.934,0.882,87,56,5.59,50.45,5155,5417,103
465,2004,8,California,Food,8,2004 8 California,O157:H7,251,155959,0.934,0.882,87,56,5.59,50.45,5155,5417,103
466,2013,7,California,Food,5,2013 7 California,O157:H7,251,155959,0.934,0.882,91,58,5.59,50.45,5155,5417,103
467,1998,7,California,Food,28,1998 7 California,O157:H7,251,155959,0.934,0.882,91,58,5.59,50.45,5155,5417,103
468,2002,7,California,Food,5,2002 7 California,O157:H7,251,155959,0.934,0.882,91,58,5.59,50.45,5155,5417,103
469,2002,7,California,Food,2,2002 7 California,O157:H7,251,155959,0.934,0.882,91,58,5.59,50.45,5155,5417,103
470,2008,7,California,Food,5,2008 7 California,O157:H7,251,155959,0.934,0.882,91,58,5.59,50.45,5155,5417,103
471,2013,10,California,Food,8,2013 10 California,O157:H7,251,155959,0.934,0.882,64,43,5.59,50.45,5155,5417,103
472,2000,10,California,Food,14,2000 10 California,O157:H7,251,155959,0.934,0.882,64,43,5.59,50.45,5155,5417,103
473,1998,10,California,Food,39,1998 10 California,O157:H7,251,155959,0.934,0.882,64,43,5.59,50.45,5155,5417,103
474,2003,10,California,Food,16,2003 10 California,O157:H7,251,155959,0.934,0.882,64,43,5.59,50.45,5155,5417,103
475,2014,3,California,Food,2,2014 3 California,O157:H7,251,155959,0.934,0.882,71,46,5.59,50.45,5155,5417,103
476,2003,3,California,Food,6,2003 3 California,O157:H7,251,155959,0.934,0.882,71,46,5.59,50.45,5155,5417,103
477,2007,3,California,Food,52,2007 3 California,O157:H7,251,155959,0.934,0.882,71,46,5.59,50.45,5155,5417,103
478,2016,1,California,Food,10,2016 1 California,O157:H7,251,155959,0.934,0.882,60,41,5.59,50.45,5155,5417,103
479,1998,5,California,Food,3,1998 5 California,O157:H7,251,155959,0.934,0.882,87,56,5.59,50.45,5155,5417,103
480,2002,5,California,Food,8,2002 5 California,O157:H7,251,155959,0.934,0.882,87,56,5.59,50.45,5155,5417,103
481,2007,5,California,Food,124,2007 5 California,O157:H7,251,155959,0.934,0.882,87,56,5.59,50.45,5155,5417,103
482,2009,9,California,Food,3,2009 9 California,O157:H7,251,155959,0.934,0.882,78,50,5.59,50.45,5155,5417,103
483,2003,9,California,Food,51,2003 9 California,O157:H7,251,155959,0.934,0.882,78,50,5.59,50.45,5155,5417,103
484,2006,9,California,Food,6,2006 9 California,O157:H7,251,155959,0.934,0.882,78,50,5.59,50.45,5155,5417,103
485,2007,9,California,Food,5,2007 9 California,O157:H7,251,155959,0.934,0.882,78,50,5.59,50.45,5155,5417,103
486,2008,9,California,Food,27,2008 9 California,O157:H7,251,155959,0.934,0.882,78,50,5.59,50.45,5155,5417,103
487,2008,9,California,Food,3,2008 9 California,O157:H7,251,155959,0.934,0.882,78,50,5.59,50.45,5155,5417,103
488,2008,2,California,Food,2,2008 2 California,O157:H7,251,155959,0.934,0.882,65,44,5.59,50.45,5155,5417,103
489,2010,2,California,Food,7,2010 2 California,O157:H7,251,155959,0.934,0.882,65,44,5.59,50.45,5155,5417,103
490,2012,8,Wyoming,Other,3,2012 8 Wyoming,O157:H7,6,97093,0.937,0.8959999999999999,72,45,5.59,50.45,5155,5417,103
491,2013,2,Wyoming,Other,2,2013 2 Wyoming,O157:H7,6,97093,0.937,0.8959999999999999,47,24,5.59,50.45,5155,5417,103
492,2000,10,Wyoming,Food,2,2000 10 Wyoming,O157:H7,6,97093,0.937,0.8959999999999999,47,24,5.59,50.45,5155,5417,103
493,2000,6,Wyoming,Food,3,2000 6 Wyoming,O157:H7,6,97093,0.937,0.8959999999999999,83,56,5.59,50.45,5155,5417,103
494,2012,7,Montana,Other,2,2012 7 Montana,O157:H7,7,145546,0.9229999999999999,0.8759999999999999,85,52,5.59,50.45,5155,5417,103
495,2016,7,Montana,Food,38,2016 7 Montana,O157:H7,7,145546,0.9229999999999999,0.8759999999999999,85,52,5.59,50.45,5155,5417,103
496,2013,3,Montana,Food,3,2013 3 Montana,O157:H7,7,145546,0.9229999999999999,0.8759999999999999,58,32,5.59,50.45,5155,5417,103
497,2012,8,Iowa,Other,4,2012 8 Iowa,O157:H7,55,55857,0.9309999999999999,0.885,76,55,5.59,50.45,5155,5417,103
498,2000,7,Iowa,Food,56,2000 7 Iowa,O157:H7,55,55857,0.9309999999999999,0.885,84,65,5.59,50.45,5155,5417,103
499,2010,7,Iowa,Other,7,2010 7 Iowa,O157:H7,55,55857,0.9309999999999999,0.885,84,65,5.59,50.45,5155,5417,103
500,2002,6,Iowa,Food,5,2002 6 Iowa,O157:H7,55,55857,0.9309999999999999,0.885,86,67,5.59,50.45,5155,5417,103
501,2016,6,Iowa,Other,7,2016 6 Iowa,O157:H7,55,55857,0.9309999999999999,0.885,86,67,5.59,50.45,5155,5417,103
502,2017,6,Iowa,Other,6,2017 6 Iowa,O157:H7,55,55857,0.9309999999999999,0.885,86,67,5.59,50.45,5155,5417,103
503,2008,10,Iowa,Food,5,2008 10 Iowa,O157:H7,55,55857,0.9309999999999999,0.885,48,31,5.59,50.45,5155,5417,103
504,2017,9,Iowa,Other,5,2017 9 Iowa,O157:H7,55,55857,0.9309999999999999,0.885,63,43,5.59,50.45,5155,5417,103
505,2012,9,Oklahoma,Other,3,2012 9 Oklahoma,O157:H7,57,68595,0.899,0.858,73,52,5.59,50.45,5155,5417,103
506,1999,10,Oklahoma,Food,25,1999 10 Oklahoma,O157:H7,57,68595,0.899,0.858,62,40,5.59,50.45,5155,5417,103
507,2010,10,Oklahoma,Other,3,2010 10 Oklahoma,O157:H7,57,68595,0.899,0.858,62,40,5.59,50.45,5155,5417,103
508,1998,7,Oklahoma,Food,21,1998 7 Oklahoma,O157:H7,57,68595,0.899,0.858,93,71,5.59,50.45,5155,5417,103
509,2014,3,Oklahoma,Other,11,2014 3 Oklahoma,O157:H7,57,68595,0.899,0.858,72,50,5.59,50.45,5155,5417,103
510,2010,11,Oklahoma,Food,21,2010 11 Oklahoma,O157:H7,57,68595,0.899,0.858,51,31,5.59,50.45,5155,5417,103
511,2013,9,Florida,Food,7,2013 9 Florida,O157:H7,378,53625,0.9129999999999999,0.873,81,57,5.59,50.45,5155,5417,103
512,1998,11,Florida,Food,21,1998 11 Florida,O157:H7,378,53625,0.9129999999999999,0.873,65,41,5.59,50.45,5155,5417,103
513,1999,6,Florida,Food,17,1999 6 Florida,O157:H7,378,53625,0.9129999999999999,0.873,92,72,5.59,50.45,5155,5417,103
514,2000,10,Florida,Food,2,2000 10 Florida,O157:H7,378,53625,0.9129999999999999,0.873,73,47,5.59,50.45,5155,5417,103
515,1998,10,Florida,Food,16,1998 10 Florida,O157:H7,378,53625,0.9129999999999999,0.873,73,47,5.59,50.45,5155,5417,103
516,2007,10,Florida,Food,2,2007 10 Florida,O157:H7,378,53625,0.9129999999999999,0.873,73,47,5.59,50.45,5155,5417,103
517,1999,8,Florida,Food,2,1999 8 Florida,O157:H7,378,53625,0.9129999999999999,0.873,88,68,5.59,50.45,5155,5417,103
518,2002,8,Florida,Food,2,2002 8 Florida,O157:H7,378,53625,0.9129999999999999,0.873,88,68,5.59,50.45,5155,5417,103
519,2004,4,Florida,Food,3,2004 4 Florida,O157:H7,378,53625,0.9129999999999999,0.873,87,62,5.59,50.45,5155,5417,103
520,2007,1,Florida,Food,2,2007 1 Florida,O157:H7,378,53625,0.9129999999999999,0.873,67,42,5.59,50.45,5155,5417,103
521,2009,5,Florida,Food,30,2009 5 Florida,O157:H7,378,53625,0.9129999999999999,0.873,91,69,5.59,50.45,5155,5417,103
522,1998,10,Nevada,Food,14,1998 10 Nevada,O157:H7,26,109781,0.907,0.8809999999999999,54,27,5.59,50.45,5155,5417,103
523,2015,10,Nevada,Food,25,2015 10 Nevada,O157:H7,26,109781,0.907,0.8809999999999999,54,27,5.59,50.45,5155,5417,103
524,2001,7,Nevada,Food,3,2001 7 Nevada,O157:H7,26,109781,0.907,0.8809999999999999,88,51,5.59,50.45,5155,5417,103
525,2015,7,Nevada,Food,3,2015 7 Nevada,O157:H7,26,109781,0.907,0.8809999999999999,88,51,5.59,50.45,5155,5417,103
526,2001,9,Nevada,Food,9,2001 9 Nevada,O157:H7,26,109781,0.907,0.8809999999999999,68,35,5.59,50.45,5155,5417,103
527,2013,9,Indiana,Other,4,2013 9 Indiana,O157:H7,184,35826,0.91,0.8690000000000001,65,42,5.59,50.45,5155,5417,103
528,2009,6,Indiana,Other,3,2009 6 Indiana,O157:H7,184,35826,0.91,0.8690000000000001,85,63,5.59,50.45,5155,5417,103
529,2014,7,Indiana,Other,3,2014 7 Indiana,O157:H7,184,35826,0.91,0.8690000000000001,83,61,5.59,50.45,5155,5417,103
530,2015,7,Indiana,Other,7,2015 7 Indiana,O157:H7,184,35826,0.91,0.8690000000000001,83,61,5.59,50.45,5155,5417,103
531,2014,5,Indiana,Other,7,2014 5 Indiana,O157:H7,184,35826,0.91,0.8690000000000001,82,59,5.59,50.45,5155,5417,103
532,1998,5,Indiana,Food,27,1998 5 Indiana,O157:H7,184,35826,0.91,0.8690000000000001,82,59,5.59,50.45,5155,5417,103
533,2000,10,Indiana,Food,6,2000 10 Indiana,O157:H7,184,35826,0.91,0.8690000000000001,52,33,5.59,50.45,5155,5417,103
534,2013,2,Hawaii,Food,8,2013 2 Hawaii,O157:H7,222,6423,0.943,0.902,81,68,5.59,50.45,5155,5417,103
535,2007,3,Hawaii,Food,8,2007 3 Hawaii,O157:H7,222,6423,0.943,0.902,83,69,5.59,50.45,5155,5417,103
536,2016,8,Hawaii,Other,4,2016 8 Hawaii,O157:H7,222,6423,0.943,0.902,89,74,5.59,50.45,5155,5417,103
537,2000,5,Arkansas,Food,36,2000 5 Arkansas,O157:H7,57,52035,0.883,0.8390000000000001,89,69,5.59,50.45,5155,5417,103
538,2010,6,Arkansas,Other,5,2010 6 Arkansas,O157:H7,57,52035,0.883,0.8390000000000001,92,73,5.59,50.45,5155,5417,103
539,2005,1,Arkansas,Food,3,2005 1 Arkansas,O157:H7,57,52035,0.883,0.8390000000000001,55,35,5.59,50.45,5155,5417,103
540,2015,3,Arkansas,Other,2,2015 3 Arkansas,O157:H7,57,52035,0.883,0.8390000000000001,73,51,5.59,50.45,5155,5417,103
541,2014,10,New Mexico,Other,5,2014 10 New Mexico,O157:H7,17,121298,0.904,0.87,53,25,5.59,50.45,5155,5417,103
542,2016,10,New Mexico,Food,3,2016 10 New Mexico,O157:H7,17,121298,0.904,0.87,53,25,5.59,50.45,5155,5417,103
543,1999,2,Nebraska,Food,65,1999 2 Nebraska,O157:H7,24,76824,0.937,0.889,50,28,5.59,50.45,5155,5417,103
544,2003,9,Nebraska,Food,12,2003 9 Nebraska,O157:H7,24,76824,0.937,0.889,64,41,5.59,50.45,5155,5417,103
545,2008,3,Nebraska,Food,15,2008 3 Nebraska,O157:H7,24,76824,0.937,0.889,63,39,5.59,50.45,5155,5417,103
546,2017,8,Nebraska,Other,3,2017 8 Nebraska,O157:H7,24,76824,0.937,0.889,77,54,5.59,50.45,5155,5417,103
547,2000,7,Alaska,Food,31,2000 7 Alaska,O157:H7,1,570641,0.9420000000000001,0.912,64,50,5.59,50.45,5155,5417,103
548,2008,7,Alaska,Food,3,2008 7 Alaska,O157:H7,1,570641,0.9420000000000001,0.912,64,50,5.59,50.45,5155,5417,103
549,2005,2,Alaska,Food,4,2005 2 Alaska,O157:H7,1,570641,0.9420000000000001,0.912,34,19,5.59,50.45,5155,5417,103
550,2005,5,Alaska,Food,3,2005 5 Alaska,O157:H7,1,570641,0.9420000000000001,0.912,63,48,5.59,50.45,5155,5417,103
551,2003,10,North Dakota,Food,14,2003 10 North Dakota,O157:H7,10,69001,0.948,0.8740000000000001,40,19,5.59,50.45,5155,5417,103
552,2003,7,North Dakota,Food,3,2003 7 North Dakota,O157:H7,10,69001,0.948,0.8740000000000001,83,56,5.59,50.45,5155,5417,103
553,2004,5,New Jersey,Food,4,2004 5 New Jersey,O157:H7,1218,7354,0.946,0.895,82,63,5.59,50.45,5155,5417,103
554,2004,11,New Jersey,Food,6,2004 11 New Jersey,O157:H7,1218,7354,0.946,0.895,44,30,5.59,50.45,5155,5417,103
555,2008,8,Vermont,Food,6,2008 8 Vermont,O157:H7,67,9217,0.938,0.885,70,51,5.59,50.45,5155,5417,103
556,2015,8,Vermont,Food,12,2015 8 Vermont,O157:H7,67,9217,0.938,0.885,70,51,5.59,50.45,5155,5417,103
557,2017,9,Vermont,Food,2,2017 9 Vermont,O157:H7,67,9217,0.938,0.885,57,39,5.59,50.45,5155,5417,103
558,2016,9,West Virginia,Other,2,2016 9 West Virginia,O157:H7,76,24038,0.879,0.8370000000000001,68,45,5.59,50.45,5155,5417,103
559,2002,7,Massachusetts,Food,5,2002 7 Massachusetts,O157:NM,871,7800,0.96,0.905,80,65,5.37,50.2,5313,5781,85
560,1999,7,Connecticut,Food,17,1999 7 Connecticut,O157:NM,741,4842,0.9570000000000001,0.911,81,66,5.37,50.2,5313,5781,85
561,2008,6,Connecticut,Food,14,2008 6 Connecticut,O157:NM,741,4842,0.9570000000000001,0.911,82,66,5.37,50.2,5313,5781,85
562,1999,4,New York,Food,9,1999 4 New York,O157:NM,420,47126,0.946,0.888,71,55,5.37,50.2,5313,5781,85
563,2011,10,Colorado,Other,14,2011 10 Colorado,O157:NM,52,103642,0.9470000000000001,0.906,52,25,5.37,50.2,5313,5781,85
564,2009,6,Colorado,Other,13,2009 6 Colorado,O157:NM,52,103642,0.9470000000000001,0.906,90,59,5.37,50.2,5313,5781,85
565,2003,7,Colorado,Food,13,2003 7 Colorado,O157:NM,52,103642,0.9470000000000001,0.906,88,57,5.37,50.2,5313,5781,85
566,2008,9,Colorado,Food,21,2008 9 Colorado,O157:NM,52,103642,0.9470000000000001,0.906,66,37,5.37,50.2,5313,5781,85
567,2011,10,Oregon,Other,2,2011 10 Oregon,O157:NM,41,95988,0.934,0.882,53,38,5.37,50.2,5313,5781,85
568,2007,6,Oregon,Food,2,2007 6 Oregon,O157:NM,41,95988,0.934,0.882,82,53,5.37,50.2,5313,5781,85
569,2008,7,Maryland,Food,9,2008 7 Maryland,O157:NM,618,9707,0.94,0.885,87,71,5.37,50.2,5313,5781,85
570,2016,9,Washington,Food,4,2016 9 Washington,O157:NM,107,66456,0.945,0.904,60,46,5.37,50.2,5313,5781,85
571,2011,7,Michigan,Food,12,2011 7 Michigan,O157:NM,175,56539,0.9159999999999999,0.877,80,59,5.37,50.2,5313,5781,85
572,2011,8,Michigan,Other,3,2011 8 Michigan,O157:NM,175,56539,0.9159999999999999,0.877,73,51,5.37,50.2,5313,5781,85
573,2012,10,Michigan,Food,3,2012 10 Michigan,O157:NM,175,56539,0.9159999999999999,0.877,47,32,5.37,50.2,5313,5781,85
574,2016,7,Minnesota,Other,8,2016 7 Minnesota,O157:NM,68,79627,0.95,0.901,82,62,5.37,50.2,5313,5781,85
575,2010,7,Pennsylvania,Other,2,2010 7 Pennsylvania,O157:NM,286,44743,0.927,0.8740000000000001,85,68,5.37,50.2,5313,5781,85
576,2007,9,Kansas,Food,8,2007 9 Kansas,O157:NM,36,81759,0.9259999999999999,0.887,68,45,5.37,50.2,5313,5781,85
577,2004,4,Georgia,Food,2,2004 4 Georgia,O157:NM,177,57513,0.9059999999999999,0.862,81,61,5.37,50.2,5313,5781,85
578,2017,6,Virginia,Other,4,2017 6 Virginia,O157:NM,212,39490,0.9329999999999999,0.882,90,69,5.37,50.2,5313,5781,85
579,1998,6,California,Food,8,1998 6 California,O157:NM,251,155959,0.934,0.882,92,58,5.37,50.2,5313,5781,85
580,2002,5,California,Food,48,2002 5 California,O157:NM,251,155959,0.934,0.882,87,56,5.37,50.2,5313,5781,85
581,2015,7,North Dakota,Other,65,2015 7 North Dakota,O157:NM,10,69001,0.948,0.8740000000000001,83,56,5.37,50.2,5313,5781,85
582,2006,7,Massachusetts,Food,5,2006 7 Massachusetts,O26,871,7800,0.96,0.905,80,65,5.74,50.65,5723,6240,101
583,2012,5,Massachusetts,Other,2,2012 5 Massachusetts,O26,871,7800,0.96,0.905,76,60,5.74,50.65,5723,6240,101
584,2014,7,Ohio,Other,4,2014 7 Ohio,O26,284,40861,0.917,0.8740000000000001,84,63,5.74,50.65,5723,6240,101
585,2015,7,Ohio,Other,6,2015 7 Ohio,O26,284,40861,0.917,0.8740000000000001,84,63,5.74,50.65,5723,6240,101
586,2016,5,Ohio,Food,3,2016 5 Ohio,O26,284,40861,0.917,0.8740000000000001,82,61,5.74,50.65,5723,6240,101
587,2014,6,Arizona,Food,2,2014 6 Arizona,O26,60,113594,0.9129999999999999,0.875,106,83,5.74,50.65,5723,6240,101
588,2012,7,Colorado,Other,3,2012 7 Colorado,O26,52,103642,0.9470000000000001,0.906,88,57,5.74,50.65,5723,6240,101
589,2007,7,Colorado,Food,135,2007 7 Colorado,O26,52,103642,0.9470000000000001,0.906,88,57,5.74,50.65,5723,6240,101
590,2017,9,Colorado,Food,6,2017 9 Colorado,O26,52,103642,0.9470000000000001,0.906,66,37,5.74,50.65,5723,6240,101
591,2013,5,Colorado,Other,2,2013 5 Colorado,O26,52,103642,0.9470000000000001,0.906,82,52,5.74,50.65,5723,6240,101
592,2010,5,Colorado,Other,47,2010 5 Colorado,O26,52,103642,0.9470000000000001,0.906,82,52,5.74,50.65,5723,6240,101
593,2010,8,Colorado,Other,21,2010 8 Colorado,O26,52,103642,0.9470000000000001,0.906,79,48,5.74,50.65,5723,6240,101
594,2017,5,Idaho,Other,2,2017 5 Idaho,O26,20,82643,0.9109999999999999,0.872,81,54,5.74,50.65,5723,6240,101
595,2017,8,Idaho,Other,3,2017 8 Idaho,O26,20,82643,0.9109999999999999,0.872,79,51,5.74,50.65,5723,6240,101
596,2013,7,Oregon,Other,4,2013 7 Oregon,O26,41,95988,0.934,0.882,82,53,5.74,50.65,5723,6240,101
