,Year,Month,State,Primary Mode,Illnesses,Hospitalizations,Deaths,Outbreak ID,Strain,Density (Pop./ mi2),Landarea(mi2),HDI (2017)[note 1],HDI (1995),Average High (F),Average Low (F)
453,2012,10,Michigan,Food,3,0.0,0.0,2012 10 Michigan,O157:NM,175,56539,0.9159999999999999,0.877,47,32
454,2012,10,Michigan,Food,3,0.0,0.0,2012 10 Michigan,(H-),175,56539,0.9159999999999999,0.877,47,32
455,2015,10,Michigan,Food,2,0.0,0.0,2015 10 Michigan,O45,175,56539,0.9159999999999999,0.877,47,32
456,2013,4,Michigan,Food,20,7.0,0.0,2013 4 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,69,47
457,2000,4,Michigan,Food,4,3.0,0.0,2000 4 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,69,47
458,2013,9,Michigan,Other,4,0.0,0.0,2013 9 Michigan,O26,175,56539,0.9159999999999999,0.877,60,41
459,2003,9,Michigan,Food,10,3.0,0.0,2003 9 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,60,41
460,1998,11,Michigan,Food,4,,,1998 11 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,34,22
461,2011,6,Michigan,Food,16,0.0,0.0,2011 6 Michigan,O45,175,56539,0.9159999999999999,0.877,82,61
462,2011,7,Minnesota,Food,6,1.0,0.0,2011 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62
463,2011,7,Minnesota,Other,4,0.0,0.0,2011 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62
464,2011,7,Minnesota,Other,3,1.0,0.0,2011 7 Minnesota,O26,68,79627,0.95,0.901,82,62
465,2012,7,Minnesota,Other,10,0.0,0.0,2012 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62
466,2012,7,Minnesota,Other,12,1.0,0.0,2012 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62
467,2012,7,Minnesota,Other,10,1.0,0.0,2012 7 Minnesota,O111:NM,68,79627,0.95,0.901,82,62
468,2012,7,Minnesota,Other,10,1.0,0.0,2012 7 Minnesota,IIaA15G2R2,68,79627,0.95,0.901,82,62
469,2012,7,Minnesota,Other,52,2.0,0.0,2012 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62
470,2012,7,Minnesota,Other,8,0.0,0.0,2012 7 Minnesota,Other,68,79627,0.95,0.901,82,62
471,2013,7,Minnesota,Other,3,1.0,0.0,2013 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62
472,2014,7,Minnesota,Food,57,9.0,0.0,2014 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62
473,2014,7,Minnesota,Other,15,0.0,0.0,2014 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62
474,2014,7,Minnesota,Other,11,0.0,0.0,2014 7 Minnesota,O121,68,79627,0.95,0.901,82,62
475,2010,7,Minnesota,Food,11,4.0,0.0,2010 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62
476,2004,7,Minnesota,Food,70,1.0,0.0,2004 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62
477,2006,7,Minnesota,Food,17,9.0,1.0,2006 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62
478,2007,7,Minnesota,Food,26,2.0,0.0,2007 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62
479,2015,7,Minnesota,Other,5,0.0,0.0,2015 7 Minnesota,O157,68,79627,0.95,0.901,82,62
480,2016,7,Minnesota,Other,8,0.0,0.0,2016 7 Minnesota,O157:NM,68,79627,0.95,0.901,82,62
481,2016,7,Minnesota,Other,8,0.0,0.0,2016 7 Minnesota,(H-),68,79627,0.95,0.901,82,62
482,2016,7,Minnesota,Other,8,0.0,0.0,2016 7 Minnesota,O111,68,79627,0.95,0.901,82,62
483,2016,7,Minnesota,Other,8,0.0,0.0,2016 7 Minnesota,O145,68,79627,0.95,0.901,82,62
484,2016,7,Minnesota,Other,8,0.0,0.0,2016 7 Minnesota,unknown,68,79627,0.95,0.901,82,62
485,2016,7,Minnesota,Other,10,2.0,0.0,2016 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62
486,2010,7,Minnesota,Other,5,4.0,0.0,2010 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62
487,2017,7,Minnesota,Other,5,0.0,0.0,2017 7 Minnesota,unknown,68,79627,0.95,0.901,82,62
488,2017,7,Minnesota,Other,21,2.0,0.0,2017 7 Minnesota,O111,68,79627,0.95,0.901,82,62
489,2017,7,Minnesota,Other,21,2.0,0.0,2017 7 Minnesota,O26,68,79627,0.95,0.901,82,62
490,2011,8,Minnesota,Other,2,0.0,0.0,2011 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53
491,2009,8,Minnesota,Food,6,1.0,0.0,2009 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53
492,2009,8,Minnesota,Food,3,1.0,0.0,2009 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53
493,2012,8,Minnesota,Other,6,1.0,0.0,2012 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53
494,2012,8,Minnesota,Other,5,1.0,0.0,2012 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53
495,2012,8,Minnesota,Other,4,1.0,0.0,2012 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53
496,2012,8,Minnesota,Other,3,0.0,0.0,2012 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53
497,2009,8,Minnesota,Other,3,2.0,0.0,2009 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53
498,2013,8,Minnesota,Food,7,2.0,0.0,2013 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53
499,2013,8,Minnesota,Other,11,5.0,0.0,2013 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53
500,2014,8,Minnesota,Other,2,0.0,0.0,2014 8 Minnesota,O157,68,79627,0.95,0.901,73,53
501,2000,8,Minnesota,Food,3,0.0,0.0,2000 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53
502,1998,8,Minnesota,Food,5,0.0,0.0,1998 8 Minnesota,O169:H41,68,79627,0.95,0.901,73,53
503,1998,8,Minnesota,Food,66,0.0,0.0,1998 8 Minnesota,O6:H16,68,79627,0.95,0.901,73,53
504,2001,8,Minnesota,Food,5,5.0,0.0,2001 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53
505,2006,8,Minnesota,Food,3,1.0,0.0,2006 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53
506,2015,8,Minnesota,Other,4,1.0,0.0,2015 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53
507,2015,8,Minnesota,Other,2,1.0,0.0,2015 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53
508,2017,8,Minnesota,Other,3,0.0,0.0,2017 8 Minnesota,unknown,68,79627,0.95,0.901,73,53
509,2011,9,Minnesota,Other,2,1.0,0.0,2011 9 Minnesota,O157:H7,68,79627,0.95,0.901,59,41
510,2009,9,Minnesota,Other,2,0.0,0.0,2009 9 Minnesota,O157:H7,68,79627,0.95,0.901,59,41
511,2013,9,Minnesota,Other,2,1.0,0.0,2013 9 Minnesota,O157:H7,68,79627,0.95,0.901,59,41
512,2015,9,Minnesota,Food,7,0.0,0.0,2015 9 Minnesota,O157,68,79627,0.95,0.901,59,41
513,2017,9,Minnesota,Food,11,4.0,0.0,2017 9 Minnesota,O157:H7,68,79627,0.95,0.901,59,41
514,2017,9,Minnesota,Food,11,4.0,0.0,2017 9 Minnesota,O91:H14,68,79627,0.95,0.901,59,41
515,2011,10,Minnesota,Food,14,0.0,0.0,2011 10 Minnesota,O111:NM,68,79627,0.95,0.901,42,27
516,2012,10,Minnesota,Other,3,0.0,0.0,2012 10 Minnesota,O157:H7,68,79627,0.95,0.901,42,27
517,2013,10,Minnesota,Other,7,2.0,0.0,2013 10 Minnesota,O157:H7,68,79627,0.95,0.901,42,27
518,2013,10,Minnesota,Other,2,2.0,0.0,2013 10 Minnesota,O157:H7,68,79627,0.95,0.901,42,27
519,2013,10,Minnesota,Other,2,0.0,0.0,2013 10 Minnesota,O157:H7,68,79627,0.95,0.901,42,27
520,2014,10,Minnesota,Food,3,1.0,0.0,2014 10 Minnesota,O121,68,79627,0.95,0.901,42,27
521,2015,10,Minnesota,Food,2,1.0,0.0,2015 10 Minnesota,O157,68,79627,0.95,0.901,42,27
522,2015,10,Minnesota,Food,3,0.0,0.0,2015 10 Minnesota,O157,68,79627,0.95,0.901,42,27
523,2013,5,Minnesota,Other,3,0.0,0.0,2013 5 Minnesota,O103,68,79627,0.95,0.901,80,59
524,2010,5,Minnesota,Food,8,5.0,0.0,2010 5 Minnesota,O157:H7,68,79627,0.95,0.901,80,59
525,2016,5,Minnesota,Other,2,0.0,0.0,2016 5 Minnesota,O145,68,79627,0.95,0.901,80,59
526,2016,5,Minnesota,Other,4,0.0,0.0,2016 5 Minnesota,O26,68,79627,0.95,0.901,80,59
527,2016,5,Minnesota,Other,3,0.0,0.0,2016 5 Minnesota,O157:H7,68,79627,0.95,0.901,80,59
528,2017,5,Minnesota,Other,12,0.0,0.0,2017 5 Minnesota,O121,68,79627,0.95,0.901,80,59
529,2013,6,Minnesota,Other,2,0.0,0.0,2013 6 Minnesota,O157:H7,68,79627,0.95,0.901,85,64
530,2013,6,Minnesota,Other,2,0.0,0.0,2013 6 Minnesota,O157:H7,68,79627,0.95,0.901,85,64
531,2009,6,Minnesota,Food,4,0.0,0.0,2009 6 Minnesota,O157:H7,68,79627,0.95,0.901,85,64
532,2014,6,Minnesota,Food,15,4.0,0.0,2014 6 Minnesota,O111,68,79627,0.95,0.901,85,64
533,1999,6,Minnesota,Food,5,1.0,0.0,1999 6 Minnesota,O157:H7,68,79627,0.95,0.901,85,64
534,2009,6,Minnesota,Food,2,1.0,0.0,2009 6 Minnesota,O157:H7,68,79627,0.95,0.901,85,64
535,2009,6,Minnesota,Food,16,3.0,0.0,2009 6 Minnesota,O157:H7,68,79627,0.95,0.901,85,64
536,2007,6,Minnesota,Food,3,3.0,0.0,2007 6 Minnesota,O157:H7,68,79627,0.95,0.901,85,64
537,2015,6,Minnesota,Food,2,1.0,0.0,2015 6 Minnesota,O157,68,79627,0.95,0.901,85,64
538,2015,6,Minnesota,Other,15,2.0,0.0,2015 6 Minnesota,O157,68,79627,0.95,0.901,85,64
539,2017,6,Minnesota,Other,8,0.0,0.0,2017 6 Minnesota,O157:H7,68,79627,0.95,0.901,85,64
540,2017,6,Minnesota,Other,8,0.0,0.0,2017 6 Minnesota,O157:H7,68,79627,0.95,0.901,85,64
541,2013,11,Minnesota,Other,5,2.0,0.0,2013 11 Minnesota,O157:H7,68,79627,0.95,0.901,29,13
542,2014,11,Minnesota,Food,3,0.0,0.0,2014 11 Minnesota,O111,68,79627,0.95,0.901,29,13
543,2014,11,Minnesota,Other,2,0.0,0.0,2014 11 Minnesota,O111,68,79627,0.95,0.901,29,13
544,2010,11,Minnesota,Food,29,2.0,0.0,2010 11 Minnesota,O103:H2,68,79627,0.95,0.901,29,13
545,2010,11,Minnesota,Food,29,2.0,0.0,2010 11 Minnesota,O145:NM,68,79627,0.95,0.901,29,13
546,2014,4,Minnesota,Food,4,0.0,0.0,2014 4 Minnesota,O126,68,79627,0.95,0.901,71,50
547,2000,3,Minnesota,Food,18,2.0,0.0,2000 3 Minnesota,O157:H7,68,79627,0.95,0.901,58,38
548,2007,3,Minnesota,Food,10,7.0,0.0,2007 3 Minnesota,O157:H7,68,79627,0.95,0.901,58,38
549,2017,3,Minnesota,Other,5,0.0,0.0,2017 3 Minnesota,41,68,79627,0.95,0.901,58,38
550,2017,3,Minnesota,Other,5,0.0,0.0,2017 3 Minnesota,unknown,68,79627,0.95,0.901,58,38
551,2011,7,Pennsylvania,Other,16,9.0,0.0,2011 7 Pennsylvania,O157:H7,286,44743,0.927,0.874,85,68
552,2012,7,Pennsylvania,Other,2,2.0,0.0,2012 7 Pennsylvania,O157:H7,286,44743,0.927,0.874,85,68
553,2012,7,Pennsylvania,Other,7,1.0,0.0,2012 7 Pennsylvania,O157:H7,286,44743,0.927,0.874,85,68
554,2013,7,Pennsylvania,Other,5,0.0,0.0,2013 7 Pennsylvania,O111,286,44743,0.927,0.874,85,68
555,2010,7,Pennsylvania,Other,2,1.0,0.0,2010 7 Pennsylvania,O157:H7,286,44743,0.927,0.874,85,68
556,2010,7,Pennsylvania,Other,2,1.0,0.0,2010 7 Pennsylvania,O157:NM,286,44743,0.927,0.874,85,68
557,2010,7,Pennsylvania,Other,2,1.0,0.0,2010 7 Pennsylvania,(H-),286,44743,0.927,0.874,85,68
558,2010,7,Pennsylvania,Other,2,0.0,0.0,2010 7 Pennsylvania,unknown,286,44743,0.927,0.874,85,68
559,2011,8,Pennsylvania,Other,3,3.0,0.0,2011 8 Pennsylvania,O157:H7,286,44743,0.927,0.874,78,60
560,2012,8,Pennsylvania,Food,3,0.0,0.0,2012 8 Pennsylvania,O157:H7,286,44743,0.927,0.874,78,60
561,2013,8,Pennsylvania,Food,15,10.0,0.0,2013 8 Pennsylvania,O157:H7,286,44743,0.927,0.874,78,60
562,2015,8,Pennsylvania,Other,3,3.0,0.0,2015 8 Pennsylvania,O157:H7,286,44743,0.927,0.874,78,60
563,2016,8,Pennsylvania,Food,5,3.0,0.0,2016 8 Pennsylvania,O157:H7,286,44743,0.927,0.874,78,60
564,2017,8,Pennsylvania,Other,7,0.0,0.0,2017 8 Pennsylvania,O111,286,44743,0.927,0.874,78,60
565,2012,9,Pennsylvania,Other,5,0.0,0.0,2012 9 Pennsylvania,O45:H2,286,44743,0.927,0.874,67,48
566,2012,9,Pennsylvania,Food,9,7.0,0.0,2012 9 Pennsylvania,O157:H7,286,44743,0.927,0.874,67,48
567,2013,9,Pennsylvania,Other,3,1.0,0.0,2013 9 Pennsylvania,O157:H7,286,44743,0.927,0.874,67,48
568,2013,9,Pennsylvania,Other,2,0.0,0.0,2013 9 Pennsylvania,O103:H2,286,44743,0.927,0.874,67,48
569,2001,9,Pennsylvania,Food,15,4.0,0.0,2001 9 Pennsylvania,O157:H7,286,44743,0.927,0.874,67,48
570,2017,9,Pennsylvania,Other,4,2.0,0.0,2017 9 Pennsylvania,O45:H2,286,44743,0.927,0.874,67,48
571,2017,9,Pennsylvania,Other,3,1.0,0.0,2017 9 Pennsylvania,O157:H7,286,44743,0.927,0.874,67,48
572,2012,11,Pennsylvania,Food,3,3.0,0.0,2012 11 Pennsylvania,O157:H7,286,44743,0.927,0.874,45,30
573,2013,5,Pennsylvania,Other,2,1.0,0.0,2013 5 Pennsylvania,O157:H7,286,44743,0.927,0.874,83,64
574,2000,5,Pennsylvania,Food,6,3.0,0.0,2000 5 Pennsylvania,O157:H7,286,44743,0.927,0.874,83,64
575,2001,5,Pennsylvania,Food,7,1.0,0.0,2001 5 Pennsylvania,O157:H7,286,44743,0.927,0.874,83,64
576,2013,10,Pennsylvania,Other,2,0.0,0.0,2013 10 Pennsylvania,O157:H7,286,44743,0.927,0.874,56,39
577,2013,10,Pennsylvania,Food,24,8.0,0.0,2013 10 Pennsylvania,O157:H7,286,44743,0.927,0.874,56,39
578,2013,10,Pennsylvania,Other,3,3.0,0.0,2013 10 Pennsylvania,O157:H7,286,44743,0.927,0.874,56,39
579,2013,10,Pennsylvania,Other,2,2.0,0.0,2013 10 Pennsylvania,O157:H7,286,44743,0.927,0.874,56,39
580,2013,10,Pennsylvania,Other,6,3.0,0.0,2013 10 Pennsylvania,O157:H7,286,44743,0.927,0.874,56,39
581,2015,10,Pennsylvania,Other,2,0.0,0.0,2015 10 Pennsylvania,unknown,286,44743,0.927,0.874,56,39
582,2007,3,Pennsylvania,Food,8,3.0,0.0,2007 3 Pennsylvania,O157:H7,286,44743,0.927,0.874,64,44
583,2007,3,Pennsylvania,Food,8,6.0,0.0,2007 3 Pennsylvania,O157:H7,286,44743,0.927,0.874,64,44
584,2007,6,Pennsylvania,Food,2,0.0,0.0,2007 6 Pennsylvania,O157:H7,286,44743,0.927,0.874,87,69
585,2015,6,Pennsylvania,Other,3,0.0,0.0,2015 6 Pennsylvania,O26:H11,286,44743,0.927,0.874,87,69
586,2016,6,Pennsylvania,Other,4,0.0,0.0,2016 6 Pennsylvania,O111,286,44743,0.927,0.874,87,69
587,2016,6,Pennsylvania,Other,4,0.0,0.0,2016 6 Pennsylvania,O103:H2,286,44743,0.927,0.874,87,69
588,2015,4,Pennsylvania,Other,2,0.0,0.0,2015 4 Pennsylvania,O111,286,44743,0.927,0.874,74,54
589,2017,2,Pennsylvania,Other,3,0.0,0.0,2017 2 Pennsylvania,O45:H2,286,44743,0.927,0.874,53,34
590,2017,1,Pennsylvania,Other,4,0.0,0.0,2017 1 Pennsylvania,unknown,286,44743,0.927,0.874,44,28
591,2011,6,New Hampshire,Other,2,0.0,0.0,2011 6 New Hampshire,O111,148,8953,0.9470000000000001,0.898,82,58
592,2011,8,Utah,Other,56,2.0,0.0,2011 8 Utah,O157:H7,36,82170,0.934,0.896,78.0,58.0
593,2011,8,Utah,Other,56,2.0,0.0,2011 8 Utah,O121,36,82170,0.934,0.896,78.0,58.0
594,2012,8,Utah,Other,9,3.0,0.0,2012 8 Utah,O157:H7,36,82170,0.934,0.896,78.0,58.0
595,2009,7,Utah,Other,21,4.0,0.0,2009 7 Utah,O157:H7,36,82170,0.934,0.896,89.0,67.0
596,2014,7,Utah,Other,3,3.0,0.0,2014 7 Utah,O157:H7,36,82170,0.934,0.896,89.0,67.0
597,2006,7,Utah,Food,3,,,2006 7 Utah,O121,36,82170,0.934,0.896,89.0,67.0
598,1998,7,Utah,Food,10,5.0,0.0,1998 7 Utah,O157:H7,36,82170,0.934,0.896,89.0,67.0
599,2017,7,Utah,Other,3,1.0,0.0,2017 7 Utah,O157:H7,36,82170,0.934,0.896,89.0,67.0
600,2014,11,Utah,Food,4,0.0,0.0,2014 11 Utah,O26,36,82170,0.934,0.896,40.0,27.0
601,2010,6,Utah,Food,4,0.0,0.0,2010 6 Utah,O157:H7,36,82170,0.934,0.896,90.0,69.0
602,2017,6,Utah,Other,6,3.0,0.0,2017 6 Utah,O157:H7,36,82170,0.934,0.896,90.0,69.0
603,2010,5,North Carolina,Other,2,,0.0,2010 5 North Carolina,O157:H7,206,48618,0.909,0.861,86,65
604,1999,5,North Carolina,Food,2,,,1999 5 North Carolina,O157:H7,206,48618,0.909,0.861,86,65
605,1999,5,North Carolina,Food,2,,,1999 5 North Carolina,O157:H7,206,48618,0.909,0.861,86,65
606,2007,5,North Carolina,Food,22,8.0,1.0,2007 5 North Carolina,O157:H7,206,48618,0.909,0.861,86,65
607,2011,10,North Carolina,Other,25,8.0,0.0,2011 10 North Carolina,O157:H7,206,48618,0.909,0.861,62,39
608,2006,10,North Carolina,Food,5,3.0,0.0,2006 10 North Carolina,O157:H7,206,48618,0.909,0.861,62,39
609,2012,9,North Carolina,Other,105,11.0,1.0,2012 9 North Carolina,O157:H7,206,48618,0.909,0.861,72,49
610,2007,9,North Carolina,Food,17,1.0,0.0,2007 9 North Carolina,O157:H7,206,48618,0.909,0.861,72,49
611,1999,8,North Carolina,Food,3,,,1999 8 North Carolina,O157:H7,206,48618,0.909,0.861,81,60
612,1999,7,North Carolina,Food,3,,,1999 7 North Carolina,O157:H7,206,48618,0.909,0.861,87,67
613,1999,7,North Carolina,Food,7,,,1999 7 North Carolina,O157:H7,206,48618,0.909,0.861,87,67
614,1998,7,North Carolina,Food,143,,,1998 7 North Carolina,O157:H7,206,48618,0.909,0.861,87,67
615,2008,7,North Carolina,Food,5,0.0,0.0,2008 7 North Carolina,O157:H7,206,48618,0.909,0.861,87,67
616,2000,6,North Carolina,Food,4,,,2000 6 North Carolina,O157:H7,206,48618,0.909,0.861,89,68
617,2001,11,North Carolina,Food,202,11.0,0.0,2001 11 North Carolina,O157:H7,206,48618,0.909,0.861,53,32
618,2006,11,North Carolina,Food,9,,,2006 11 North Carolina,O157:H7,206,48618,0.909,0.861,53,32
619,2015,3,North Carolina,Other,20,1.0,0.0,2015 3 North Carolina,O103,206,48618,0.909,0.861,72,47
620,2010,8,Maine,Food,3,1.0,0.0,2010 8 Maine,O157:H7,43,30843,0.919,0.876,70,51
621,2000,8,Maine,Food,2,1.0,0.0,2000 8 Maine,O157:H7,43,30843,0.919,0.876,70,51
622,2011,5,Maine,Food,2,2.0,0.0,2011 5 Maine,O26:NM,43,30843,0.919,0.876,74,54
623,1998,9,Maine,Food,2,2.0,0.0,1998 9 Maine,O157:H7,43,30843,0.919,0.876,57,40
624,2015,9,Maine,Other,2,2.0,1.0,2015 9 Maine,O111:NM,43,30843,0.919,0.876,57,40
625,1998,7,Maine,Food,2,2.0,0.0,1998 7 Maine,O157:H7,43,30843,0.919,0.876,78,58
626,2006,7,Maine,Food,5,2.0,0.0,2006 7 Maine,O157:H7,43,30843,0.919,0.876,78,58
627,2007,3,Maine,Food,8,0.0,0.0,2007 3 Maine,O111,43,30843,0.919,0.876,53,35
628,2011,9,Kansas,Food,2,2.0,0.0,2011 9 Kansas,O157:H7,36,81759,0.9259999999999999,0.887,68,45
629,2011,9,Kansas,Food,4,3.0,0.0,2011 9 Kansas,O26,36,81759,0.9259999999999999,0.887,68,45
630,2014,9,Kansas,Other,2,0.0,0.0,2014 9 Kansas,O157,36,81759,0.9259999999999999,0.887,68,45
631,2007,9,Kansas,Food,8,1.0,0.0,2007 9 Kansas,O157:NM,36,81759,0.9259999999999999,0.887,68,45
632,2007,9,Kansas,Food,8,1.0,0.0,2007 9 Kansas,(H-),36,81759,0.9259999999999999,0.887,68,45
633,2016,9,Kansas,Food,56,10.0,0.0,2016 9 Kansas,O157:H7,36,81759,0.9259999999999999,0.887,68,45
634,2017,9,Kansas,Other,6,5.0,0.0,2017 9 Kansas,O157,36,81759,0.9259999999999999,0.887,68,45
635,2017,9,Kansas,Other,4,0.0,0.0,2017 9 Kansas,O121,36,81759,0.9259999999999999,0.887,68,45
636,2012,11,Kansas,Other,3,3.0,0.0,2012 11 Kansas,O157:H7,36,81759,0.9259999999999999,0.887,42,22
637,2013,11,Kansas,Other,2,2.0,1.0,2013 11 Kansas,O157:H7,36,81759,0.9259999999999999,0.887,42,22
638,2012,10,Kansas,Other,4,0.0,0.0,2012 10 Kansas,O26,36,81759,0.9259999999999999,0.887,55,33
639,2015,10,Kansas,Other,2,0.0,0.0,2015 10 Kansas,O157:H7,36,81759,0.9259999999999999,0.887,55,33
640,2017,10,Kansas,Other,8,0.0,0.0,2017 10 Kansas,O26,36,81759,0.9259999999999999,0.887,55,33
641,2014,5,Kansas,Other,4,2.0,0.0,2014 5 Kansas,O157:H7,36,81759,0.9259999999999999,0.887,85,64
642,2014,5,Kansas,Other,9,1.0,0.0,2014 5 Kansas,O157:H7,36,81759,0.9259999999999999,0.887,85,64
643,2002,7,Kansas,Food,2,1.0,0.0,2002 7 Kansas,O157:H7,36,81759,0.9259999999999999,0.887,89,66
644,2015,8,Kansas,Other,12,0.0,0.0,2015 8 Kansas,O103,36,81759,0.9259999999999999,0.887,80,56
645,2016,8,Kansas,Other,125,0.0,0.0,2016 8 Kansas,unknown,36,81759,0.9259999999999999,0.887,80,56
646,2017,8,Kansas,Other,14,3.0,0.0,2017 8 Kansas,O124,36,81759,0.9259999999999999,0.887,80,56
647,2011,9,Georgia,Other,3,1.0,0.0,2011 9 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,73,54
648,2013,9,Georgia,Food,2,0.0,0.0,2013 9 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,73,54
649,2007,9,Georgia,Food,6,3.0,0.0,2007 9 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,73,54
650,2012,5,Georgia,Other,7,1.0,0.0,2012 5 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,86,68
651,2013,5,Georgia,Food,19,7.0,0.0,2013 5 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,86,68
652,2001,10,Georgia,Food,28,,0.0,2001 10 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,64,43
653,2002,6,Georgia,Food,7,3.0,0.0,2002 6 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,90,72
654,2008,6,Georgia,Food,12,10.0,0.0,2008 6 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,90,72
655,2004,4,Georgia,Food,2,0.0,0.0,2004 4 Georgia,O157:NM,177,57513,0.9059999999999999,0.862,81,61
656,2004,4,Georgia,Food,2,0.0,0.0,2004 4 Georgia,(H-),177,57513,0.9059999999999999,0.862,81,61
657,2005,8,Georgia,Food,6,1.0,0.0,2005 8 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,82,64
658,2010,8,Georgia,Food,16,7.0,0.0,2010 8 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,82,64
659,2016,8,Georgia,Food,4,2.0,0.0,2016 8 Georgia,O157:H7,177,57513,0.9059999999999999,0.862,82,64
660,2013,6,Virginia,Other,5,0.0,0.0,2013 6 Virginia,O26:NM,212,39490,0.9329999999999999,0.882,90.0,69.0
661,2014,6,Virginia,Other,5,4.0,0.0,2014 6 Virginia,O157:H7,212,39490,0.9329999999999999,0.882,90.0,69.0
662,2017,6,Virginia,Other,4,2.0,0.0,2017 6 Virginia,O157:NM,212,39490,0.9329999999999999,0.882,90.0,69.0
663,2017,6,Virginia,Other,4,2.0,0.0,2017 6 Virginia,(H-),212,39490,0.9329999999999999,0.882,90.0,69.0
664,1998,5,Virginia,Food,8,,,1998 5 Virginia,O157:H7,212,39490,0.9329999999999999,0.882,86.0,65.0
665,1998,5,Virginia,Food,5,,,1998 5 Virginia,O157:H7,212,39490,0.9329999999999999,0.882,86.0,65.0
666,2015,5,Virginia,Other,4,0.0,0.0,2015 5 Virginia,O103:H2,212,39490,0.9329999999999999,0.882,86.0,65.0
667,2017,5,Virginia,Other,20,0.0,0.0,2017 5 Virginia,O157:H7,212,39490,0.9329999999999999,0.882,86.0,65.0
668,2017,5,Virginia,Other,20,0.0,0.0,2017 5 Virginia,O26,212,39490,0.9329999999999999,0.882,86.0,65.0
669,2017,5,Virginia,Other,20,0.0,0.0,2017 5 Virginia,unknown,212,39490,0.9329999999999999,0.882,86.0,65.0
670,2017,5,Virginia,Other,20,0.0,0.0,2017 5 Virginia,,212,39490,0.9329999999999999,0.882,86.0,65.0
671,2017,5,Virginia,Other,2,1.0,0.0,2017 5 Virginia,O157,212,39490,0.9329999999999999,0.882,86.0,65.0
672,2001,8,Virginia,Food,8,0.0,0.0,2001 8 Virginia,O157:H7,212,39490,0.9329999999999999,0.882,81.0,60.0
673,2003,3,Virginia,Food,6,3.0,0.0,2003 3 Virginia,O157:H7,212,39490,0.9329999999999999,0.882,70.0,46.0
674,2016,3,Virginia,Food,14,7.0,0.0,2016 3 Virginia,O157:H7,212,39490,0.9329999999999999,0.882,70.0,46.0
675,2016,3,Virginia,Food,14,7.0,0.0,2016 3 Virginia,other,212,39490,0.9329999999999999,0.882,70.0,46.0
676,2016,3,Virginia,Food,14,7.0,0.0,2016 3 Virginia,other,212,39490,0.9329999999999999,0.882,70.0,46.0
677,2008,7,Virginia,Food,59,9.0,0.0,2008 7 Virginia,O157:H7,212,39490,0.9329999999999999,0.882,88.0,67.0
678,2017,7,Virginia,Other,4,3.0,0.0,2017 7 Virginia,O157:H7,212,39490,0.9329999999999999,0.882,88.0,67.0
679,2009,7,South Dakota,Other,11,4.0,0.0,2009 7 South Dakota,O111,11,75811,0.9309999999999999,0.870,82,57
680,2011,6,Texas,Other,56,1.0,,2011 6 Texas,subgroup,105,261232,0.914,0.868,96,74
681,2011,6,Texas,Other,56,1.0,,2011 6 Texas,D,105,261232,0.914,0.868,96,74
